"RSPDNUM","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
173,"C","B","C",9999,1,"FL",2,5,1,1,2,,1,1,"THE SUN IS GETTING CLOSSER TO THE EARTH",10,1,2,2,2,1,,,,1,1,2,1,1,3,1,2,2,2,1,2,2,999,999,999,5,3,3,4,3,4,1,1,1,1,1,1,1,2,4,,4,4,5,98,98,2,"10/11/2017 6:15:42",1.42
174,"C","A","C",9999,3,"LA",2,1,1,1,3,3,2,98,"HOTTER",2,2,2,3,3,3,,,,2,2,2,2,4,4,4,3,2,2,2,4,3,999,999,999,4,3,1,5,5,2,4,4,98,3,2,1,1,2,6,,2,3,3,98,2,1,"10/11/2017 6:24:28",1.325
175,"C","B","C",9999,2,"NJ",1,5,98,,,,,,,,,,,,,,,,1,2,3,1,3,4,4,4,1,1,2,3,4,999,999,999,3,4,5,4,3,4,2,4,4,1,4,,,2,3,,5,2,1,1,98,1,"10/11/2017 6:25:25",1.09
176,"C","A","C",9999,,"LA",2,1,98,,,,,,,,,,,,,,,,3,3,3,98,2,3,4,2,4,2,2,2,2,999,999,999,4,4,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,3,3,1,1,"10/11/2017 6:30:04",1.53
177,"C","B","C",9999,3,"OH",3,4,1,1,1,,1,1,"POLAR ICE CAPS MELTING",1,1,1,1,1,1,,,,1,1,98,2,1,2,1,2,1,2,1,1,2,999,999,999,4,2,1,2,4,2,2,4,2,2,3,3,1,1,1,2,2,1,5,4,1,2,"10/11/2017 6:33:36",1.455
178,"C","A","C",9999,3,"VA",2,2,1,1,3,3,3,2,"OUTSIDE TEMPERATURES",2,1,2,3,3,4,,,,2,2,2,4,4,4,4,3,1,2,3,98,2,999,999,999,3,5,1,5,5,3,3,4,3,2,2,2,1,1,,,1,1,,3,1,1,"10/11/2017 6:34:49",0.665
179,"C","B","C",9999,2,"IN",3,1,1,1,1,,2,1,"NOTICED THE MELTING OF THE POLAR ICE CAPS",1,1,2,1,1,2,,,,1,1,1,2,2,2,2,3,1,2,2,2,2,999,999,999,3,2,2,2,2,2,2,98,2,4,98,3,5,2,2,,5,1,2,4,4,1,"10/11/2017 6:47:39",1.02
180,"C","A","D",9999,1,"GA",2,5,1,2,3,3,3,2,"NOT SURE",10,2,2,4,2,3,,,,2,2,2,2,2,4,2,3,1,2,2,4,3,999,999,999,2,3,1,5,5,2,2,2,2,2,2,1,1,1,1,2,3,4,3,98,,1,"10/11/2017 7:04:20",1.09
181,"C","B","D",9999,3,"MS",2,3,1,1,1,,1,1,"SCIENTIFIC STUDY OF OZONE LAYER AND MELTING OF ICE CAPS",4,1,1,1,1,1,,,,1,1,1,2,1,1,2,2,1,2,1,1,2,999,999,999,5,2,1,1,1,1,1,4,1,1,1,4,6,2,6,,4,1,3,4,4,1,"10/11/2017 7:26:34",0.505
182,"C","A","D",9999,2,"WI",3,2,1,2,3,98,2,2,"NEWS ARTICLES",6,1,4,2,4,2,,,,3,3,3,3,3,4,3,2,3,2,3,98,98,999,999,999,4,2,4,4,4,4,1,4,4,98,2,3,1,1,1,2,2,3,5,4,2,1,"10/11/2017 7:33:15",1.62
183,"C","B","D",9999,4,"GA",2,1,2,,,,,,,,,,,,,1,"WEATHER IS SAME",1,2,2,2,2,2,4,2,98,1,1,3,4,3,999,999,999,2,5,5,5,5,2,2,3,2,3,4,1,1,1,98,,4,2,2,4,6,1,"10/11/2017 7:38:43",0.18
184,"C","A","D",9999,2,"MN",3,2,1,2,1,,2,2,"THE WEATHER IS MUCH HOTTER",2,98,2,1,2,2,,,,1,2,3,1,1,3,2,4,1,3,1,1,2,999,999,999,4,1,2,2,2,1,2,4,4,98,4,3,6,1,1,2,5,2,2,4,,2,"10/11/2017 7:52:43",1.21
185,"C","B","D",9999,1,"MI",3,5,1,2,1,,1,1,"EVIDENCE IS ALL AROUND US ICE CAPS MELTING ETC",4,1,1,1,1,1,,,,2,2,2,2,2,2,2,98,1,98,2,2,2,999,999,999,5,2,1,1,1,1,2,4,1,4,2,3,5,1,6,,2,,4,4,6,1,"10/11/2017 7:57:45",1.3
186,"C","A","D",9999,1,"NY",1,5,2,,,,,,,,,,,,,2,"STATISTICALS HIGHS AND LOWS",5,2,3,3,2,4,4,2,4,3,2,4,4,1,999,999,999,2,5,5,5,5,5,2,2,4,1,1,2,1,10,2,,3,4,1,2,6,1,"10/11/2017 8:19:31",0.84
187,"C","B","D",9999,3,"CO",4,2,2,,,,,,,,,,,,,2,"IM A SCIENTIST",5,3,3,3,4,4,4,4,4,4,98,4,4,4,999,999,999,1,5,5,5,5,5,4,1,4,4,2,3,1,1,1,2,5,,,1,,2,"10/11/2017 8:20:18",0.695
188,"C","A","D",9999,2,"GA",2,98,1,1,3,1,1,1,"MODERNIZATION",8,1,98,98,98,4,,,,1,1,1,4,1,4,1,1,98,98,1,98,98,999,999,999,4,1,1,5,5,1,98,4,1,1,1,4,5,1,1,2,4,1,3,4,4,1,"10/11/2017 8:26:01",0.8
189,"C","B","D",9999,3,"OH",3,1,1,1,3,3,3,1,"WEATHER",3,1,1,2,2,3,,,,2,2,2,2,2,4,4,3,1,4,4,2,4,999,999,999,2,5,1,5,5,5,2,3,2,2,2,2,1,1,1,2,3,1,1,3,98,1,"10/11/2017 8:33:00",0.585
190,"C","A","D",9999,3,"TX",2,2,1,1,1,,3,1,"CHANGING OF TEMPS",2,3,2,2,3,2,,,,2,2,2,2,1,2,2,2,1,98,4,2,4,999,999,999,3,5,1,2,5,1,1,3,1,1,2,1,5,1,1,2,3,2,3,2,5,1,"10/11/2017 8:36:53",0.585
191,"C","B","D",9999,2,"CA",4,3,1,2,1,,1,1,"ABNORMAL WEATHER",3,1,3,1,1,1,,,,1,1,1,1,1,2,1,1,1,98,1,1,3,999,999,999,5,1,1,1,2,1,1,4,1,1,98,98,6,5,7,,3,4,4,4,6,1,"10/11/2017 8:41:13",1.49
192,"C","A","D",9999,3,"GA",2,98,1,2,3,1,1,1,"THE USE OF FOSSIL FUELS IN MAJOR CITIES",8,1,1,2,2,2,,,,1,1,2,2,2,2,3,2,2,2,2,2,2,999,999,999,4,2,2,2,98,2,98,2,2,4,2,3,5,2,6,,4,4,3,4,5,1,"10/11/2017 8:45:01",0.575
193,"C","B","D",9999,3,"NC",2,1,1,1,3,2,1,1,"PEOPLE ACTIVITIES",8,1,1,2,1,2,,,,2,2,2,2,3,4,2,3,1,1,2,2,4,999,999,999,3,2,1,5,5,3,1,4,2,1,1,98,98,2,1,1,4,1,2,3,6,1,"10/11/2017 8:59:24",0.405
194,"C","A","D",9999,4,"NY",1,2,1,2,1,,2,1,"OVER THE PAST YEAR WEATHER IS CHANGING",3,1,2,1,3,2,,,,1,1,2,98,2,2,3,2,1,2,2,2,3,999,999,999,4,3,2,3,5,2,1,4,2,3,4,3,1,1,3,,3,,2,3,,1,"10/11/2017 9:02:19",0.58
195,"C","B","D",9999,2,"MD",2,3,1,2,2,,2,1,"FOREST DECLINING AND EMISSIONS",8,2,4,1,2,2,,,,2,2,2,2,2,2,98,3,2,2,2,2,2,999,999,999,4,2,2,2,2,2,2,3,98,98,2,98,98,1,,,3,1,2,3,4,1,"10/11/2017 9:03:23",1.03
196,"C","A","C",9999,3,"MA",1,2,98,,,,,,,,,,,,,,,,2,2,3,1,4,4,4,4,4,2,4,3,3,999,999,999,3,5,5,5,5,5,2,4,4,1,2,3,4,1,1,2,4,4,3,2,6,2,"10/12/2017 4:12:50",0.525
197,"C","B","C",9999,3,"MD",2,2,1,1,2,,2,2,"MEDIA",6,2,4,1,1,1,,,,1,2,3,1,4,3,4,1,1,1,3,4,4,999,999,999,3,5,1,5,5,1,1,4,1,4,1,4,2,2,2,,2,4,1,4,6,1,"10/12/2017 4:14:53",1.015
198,"C","A","C",9999,1,"MI",3,1,1,1,1,,1,1,"HUMANS ARE HORRIBLE",8,2,2,98,1,1,,,,1,1,1,1,1,2,98,98,1,2,1,1,4,999,999,999,5,2,1,2,4,1,98,4,1,1,1,4,2,1,6,,4,1,5,4,1,2,"10/12/2017 4:24:55",1.35
199,"C","B","C",9999,2,"TN",2,2,1,1,3,1,1,1,"CRAZY WEATHER",3,2,1,1,2,1,,,,1,1,2,1,2,3,1,3,3,3,2,2,3,999,999,999,4,4,1,4,3,4,1,4,2,4,1,4,3,10,1,2,5,2,3,4,98,1,"10/12/2017 4:25:26",0.79
200,"C","A","C",9999,3,"MI",3,2,1,1,1,,1,1,"USING MORE FOSSIL FUELS  MORE PEOPLE",8,1,1,1,1,1,,,,1,1,1,2,2,2,2,98,2,98,2,2,3,999,999,999,5,1,2,2,4,2,3,3,1,4,2,,2,10,7,,3,1,5,4,3,1,"10/12/2017 4:27:35",0.635
201,"C","B","C",9999,3,"NC",2,5,1,2,1,,1,1,"WILD FIRES HURRICANES",3,2,1,1,1,1,,,,1,1,1,1,2,2,2,3,1,2,2,2,98,999,999,999,4,98,1,98,2,2,2,3,2,3,2,3,4,1,2,,4,4,4,4,5,2,"10/12/2017 4:41:06",0.695
202,"C","A","C",9999,2,"SC",2,1,1,1,1,,1,1,"WEATHER DISASTERS, NATURAL RESOURCES DIMINISHING, INDUSTRIAL GROWTH",3,2,1,1,1,3,,,,1,1,2,1,2,4,4,2,1,1,1,1,2,999,999,999,4,2,1,5,5,1,4,4,1,1,1,4,2,2,1,1,5,1,2,4,3,2,"10/12/2017 4:42:34",1.56
203,"C","B","C",9999,4,"DE",2,2,98,,,,,,,,,,,,,,,,3,3,3,1,4,4,1,98,4,1,4,98,1,999,999,999,2,5,5,98,5,1,98,98,4,1,98,1,1,1,2,,2,2,1,1,2,1,"10/12/2017 4:45:11",1.1
204,"C","A","C",9999,3,"NY",1,2,1,1,1,,1,1,"GREENHOUSE EFFECT",10,1,2,1,1,2,,,,1,1,1,2,2,2,2,2,1,2,2,2,3,999,999,999,5,2,2,2,2,2,2,3,2,3,2,3,3,9,1,2,4,1,4,4,4,1,"10/12/2017 4:58:17",1.895
205,"C","B","C",9999,3,"LA",2,5,1,1,3,1,1,1,"HURRICANES INCREASING",3,1,2,1,1,1,,,,1,1,1,1,1,1,98,1,1,98,1,1,4,999,999,999,4,1,1,1,1,1,98,4,1,4,1,4,5,1,6,,5,4,4,4,3,2,"10/12/2017 5:00:15",0.825
206,"C","A","C",9999,1,"VA",2,2,1,2,3,1,2,1,"STATISTICS",4,3,1,2,2,3,,,,1,2,2,98,1,1,1,3,1,3,3,2,2,999,999,999,4,1,1,2,2,1,3,4,2,2,2,4,4,10,2,,2,4,3,3,98,1,"10/12/2017 5:01:36",1.39
207,"C","B","C",9999,,"KS",3,98,1,3,1,,4,2,"SLIGHTLY WARMER",2,2,2,2,3,2,,,,2,2,2,2,2,2,98,2,2,98,2,98,98,999,999,999,2,98,2,4,4,2,98,2,2,2,2,2,2,1,6,,3,4,2,3,3,2,"10/12/2017 5:15:19",1.25
208,"C","A","C",9999,4,"FL",2,5,2,,,,,,,,,,,,,1,"CYCLES",2,3,3,3,2,4,4,98,4,4,98,4,4,1,999,999,999,1,5,5,5,5,5,98,98,4,1,1,1,1,10,,,5,2,2,1,,1,"10/12/2017 5:21:44",0.27
209,"C","B","C",9999,3,"MI",3,3,2,,,,,,,,,,,,,3,"YOU DON'T NOTICE IT",1,2,3,3,98,3,3,2,4,4,2,4,3,3,999,999,999,3,4,2,5,5,3,2,2,3,4,4,3,4,,2,,2,2,1,3,98,1,"10/12/2017 5:28:37",1.065
210,"C","A","C",9999,,"MD",2,2,1,1,3,1,1,1,"SCIENTIFIC FACT",4,1,3,1,1,2,,,,1,1,1,2,2,1,2,2,2,2,2,2,2,999,999,999,5,1,1,2,3,2,2,4,2,3,1,3,2,1,3,,2,1,5,4,6,2,"10/12/2017 5:38:19",1.33
211,"C","B","C",9999,2,"CA",4,2,1,1,2,,2,1,"POLLUTION IN AIR",8,2,3,4,2,2,,,,2,2,3,1,3,4,3,2,2,2,2,1,3,999,999,999,3,2,5,5,2,1,3,3,3,4,3,4,2,2,2,,4,1,4,4,,2,"10/12/2017 5:43:16",1.43
212,"C","A","C",9999,3,"IL",3,5,1,2,1,,1,1,"I JUST THINK ITS THE WAY TEMPS ARE CHANGING IN THE NORTH",2,1,1,1,1,1,,,,2,2,2,2,2,3,98,2,2,98,2,2,2,999,999,999,4,98,2,4,5,2,2,4,2,3,2,2,2,1,2,,3,4,3,3,3,2,"10/12/2017 5:47:12",1.055
213,"C","B","C",9999,2,"MN",3,2,98,,,,,,,,,,,,,,,,2,2,2,1,2,4,4,98,1,1,1,98,3,999,999,999,4,3,1,4,5,1,4,4,2,3,1,3,3,1,1,2,4,2,3,3,4,2,"10/12/2017 5:48:03",1.14
214,"C","A","C",9999,3,"WA",4,1,1,1,1,,1,1,"MELTING ICEBERGS. POLAR BEARS DISAPPEARING",1,1,1,1,1,1,,,,1,1,1,2,2,4,3,2,1,1,2,2,2,999,999,999,3,1,1,5,5,4,1,4,1,4,98,1,1,10,7,,2,1,98,4,2,2,"10/12/2017 5:50:59",1.545
215,"C","B","C",9999,3,"CA",4,2,1,1,1,,1,1,"HEALTH ISSUES",10,1,1,1,1,2,,,,1,2,2,1,1,2,2,2,1,1,1,1,3,999,999,999,4,1,1,2,5,1,2,4,1,4,1,4,3,2,4,,4,1,1,3,5,1,"10/12/2017 6:03:53",0.575
216,"C","A","C",9999,1,"TX",2,3,1,1,1,,1,1,"IF YOU SEE THE FORECAST YOU CAN SEE THAT THINGS ARE CHANGING",2,1,2,2,4,2,,,,1,2,2,2,2,4,3,2,2,98,2,2,2,999,999,999,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,2,4,2,1,6,1,"10/12/2017 6:09:19",1.3
217,"C","B","C",9999,3,"NE",3,3,1,1,2,,3,2,"NOT SURE",10,1,1,1,2,4,,,,1,1,1,1,3,4,2,3,1,3,2,2,2,999,999,999,2,4,3,5,5,3,2,4,3,3,2,3,1,1,1,1,4,,,3,,1,"10/12/2017 6:10:02",0.355
218,"C","A","C",9999,1,"IN",3,5,98,,,,,,,,,,,,,,,,3,3,3,2,2,4,1,4,1,2,1,4,2,999,999,999,2,5,1,5,5,5,,1,4,1,1,1,1,1,1,1,4,2,1,1,98,1,"10/12/2017 6:12:14",0.86
219,"C","B","C",9999,1,"TN",2,2,1,1,3,1,2,2,"OVERALL WEATHER PATTERNS",3,3,2,1,1,3,,,,2,2,3,2,2,4,4,2,1,2,2,2,1,999,999,999,4,2,1,4,4,1,2,3,1,1,1,4,4,2,6,,4,4,3,4,2,1,"10/12/2017 6:32:27",1.22
220,"C","A","C",9999,2,"CA",4,5,1,1,3,1,2,98,"RESEARCH STUDIES",4,2,3,98,2,3,,,,1,1,2,2,2,2,3,2,1,2,2,3,3,999,999,999,3,4,2,2,2,4,98,3,2,2,2,3,6,1,,,4,4,3,3,6,1,"10/12/2017 6:40:22",0.7
221,"C","A","D",9999,3,"PA",1,2,1,1,1,,1,1,"PEOPLE ARE MESSING UP EVERYTHING",8,1,1,1,1,1,,,,1,1,2,2,2,2,2,2,1,98,3,2,2,999,999,999,5,1,1,1,2,2,2,2,1,3,98,98,98,9,6,,1,,5,4,2,1,"10/12/2017 7:13:59",2.265
222,"C","B","D",9999,4,"FL",2,1,98,,,,,,,,,,,,,,,,98,98,98,1,4,4,4,98,4,98,98,98,98,999,999,999,3,5,98,5,5,5,98,1,98,98,4,1,2,1,1,1,3,2,3,2,,2,"10/12/2017 7:18:32",0.92
223,"C","B","D",9999,3,"WV",2,5,98,,,,,,,,,,,,,,,,1,1,1,1,2,3,98,2,1,98,1,98,3,999,999,999,4,4,1,4,5,2,2,3,1,1,2,3,2,1,6,,3,1,98,4,3,2,"10/12/2017 7:20:51",1.055
224,"C","A","D",9999,3,"MI",3,2,1,2,1,,1,1,"JUST IN GENERAL INDUSTRIAL REGULATIONS HAVE CHANGED",10,1,1,1,1,1,,,,1,1,2,3,2,2,2,98,2,2,2,2,3,999,999,999,5,2,2,2,2,2,2,3,1,3,2,3,6,1,6,,3,1,5,4,6,2,"10/12/2017 7:25:57",0.755
225,"C","B","D",9999,3,"KY",2,5,1,1,3,3,3,2,"NOT SURE",10,3,3,3,3,3,,,,3,3,3,3,3,4,4,3,1,3,3,3,4,999,999,999,1,5,1,5,5,5,98,4,3,3,2,2,1,1,1,2,3,2,1,2,6,1,"10/12/2017 7:30:15",0.415
226,"C","A","D",9999,4,"KY",2,2,1,1,1,,1,1,"TEMPERTATURES ARE GETTING WARMER",2,1,2,1,1,98,,,,1,1,1,1,1,98,98,98,1,1,1,1,98,999,999,999,4,1,1,1,1,1,1,4,1,4,1,4,1,1,2,,5,1,5,4,2,1,"10/12/2017 7:37:32",0.49
227,"C","B","D",9999,1,"WA",4,5,98,,,,,,,,,,,,,,,,1,1,1,1,2,3,4,1,1,1,1,3,2,999,999,999,5,5,1,5,2,1,2,4,1,98,1,4,2,1,7,,2,1,4,4,,2,"10/12/2017 7:42:20",1.81
228,"C","A","D",9999,3,"VA",2,2,2,,,,,,,,,,,,,2,"AL GORE AND HIS STUPID POLITICS",7,3,3,3,4,4,4,4,4,4,4,4,3,4,999,999,999,1,5,5,5,5,2,4,4,4,1,1,2,1,1,1,2,3,4,3,3,,2,"10/12/2017 7:43:14",0.925
229,"C","B","D",9999,4,"PA",1,5,1,1,3,1,1,1,"WARMER WINTERS AND WARMER SUMMERS",2,1,1,1,1,98,,,,1,1,2,1,1,4,1,1,2,4,2,3,1,999,999,999,4,5,1,2,5,1,4,4,1,1,4,2,1,1,1,2,2,1,4,2,2,1,"10/12/2017 7:53:54",1.1
230,"C","A","D",9999,4,"IN",3,5,1,3,98,,2,1,"THE MELTING OF THE POLAR ICE CAPS",1,1,1,2,2,2,,,,1,1,2,2,2,3,98,2,2,98,2,2,3,999,999,999,4,2,4,4,4,3,98,3,2,2,2,3,3,10,1,1,3,1,3,4,2,2,"10/12/2017 7:58:44",0.98
231,"C","B","D",9999,3,"HI",4,2,1,2,3,2,3,2,"HOTTER EVERY YEAR",2,2,2,1,3,2,,,,1,2,3,3,2,4,98,98,2,98,2,2,3,999,999,999,3,1,1,4,5,98,2,3,1,3,98,4,1,10,,,4,3,3,4,,2,"10/12/2017 8:02:57",0.615
232,"C","A","D",9999,3,"TX",2,2,1,2,3,2,1,1,"THE BEARS",7,1,3,2,3,2,,,,2,2,3,2,1,2,2,1,2,3,2,2,2,999,999,999,5,3,3,4,3,5,4,4,3,3,4,4,4,9,2,,4,2,3,3,4,1,"10/12/2017 8:05:07",1.885
233,"C","B","D",9999,2,"NY",1,1,1,1,3,3,3,2,"NOT SURE",10,1,2,3,4,3,,,,2,2,2,3,3,3,3,3,2,2,3,2,4,999,999,999,2,4,1,3,3,3,2,2,3,2,3,2,1,1,1,2,2,1,3,3,,1,"10/12/2017 8:09:04",1.48
234,"C","A","D",9999,2,"ID",4,2,1,2,3,2,2,98,"MOSTLY DUE TO NATURAL CONDITIONS",9,3,2,2,4,2,,,,2,2,3,2,2,2,98,98,1,1,2,2,98,999,999,999,4,2,1,2,4,2,2,3,2,3,2,1,2,1,7,,3,4,3,2,1,2,"10/12/2017 8:11:50",1.59
235,"C","B","D",9999,3,"CO",4,2,1,1,98,,1,1,"ICE CAPS",1,1,1,3,3,3,,,,1,1,1,2,1,1,3,1,1,1,1,1,1,999,999,999,5,1,1,1,2,2,1,2,3,3,1,3,4,2,2,,4,1,2,3,,1,"10/12/2017 8:18:21",0.575
236,"C","A","D",9999,3,"CA",4,2,1,1,1,,1,1,"ITS OBVIOUS",2,1,2,1,2,1,,,,1,1,2,98,1,3,2,2,1,2,2,1,2,999,999,999,4,1,1,4,5,2,2,3,1,4,2,4,2,1,3,,3,1,4,3,3,2,"10/12/2017 8:18:46",1.055
237,"C","B","D",9999,3,"NJ",1,1,1,1,2,,1,1,"IT IS AFFECTING EVERYTHING.  BUGS, RAINFALL DROUGHTS ETC.",10,1,1,1,1,1,,,,1,1,1,98,4,3,3,98,1,98,2,2,2,999,999,999,5,98,2,2,4,1,2,3,2,2,3,98,98,1,2,,2,1,3,4,4,1,"10/12/2017 8:20:45",0.895
238,"C","A","D",9999,4,"HI",4,5,2,,,,,,,,,,,,,1,"TEMPS STAY THE SAME HERE",1,3,3,3,2,3,3,3,98,2,98,3,4,2,999,999,999,2,4,4,4,4,4,98,2,2,2,2,2,1,10,2,,2,4,3,3,,1,"10/12/2017 8:36:06",0.88
239,"C","B","D",9999,,"FL",2,98,2,,,,,,,,,,,,,4,"HISTORYSHOW CHANGES",2,2,2,2,,2,4,1,4,3,1,4,4,3,999,999,999,3,2,2,5,5,1,1,4,3,1,3,2,1,1,,,4,2,1,2,6,1,"10/12/2017 8:37:29",0.38
240,"C","A","D",9999,2,"NJ",1,2,1,1,1,,1,1,"DATA",4,2,4,2,4,2,,,,1,1,2,4,1,4,4,1,1,4,98,1,4,999,999,999,4,98,1,1,5,1,98,4,1,4,1,4,2,1,,,5,1,5,4,,2,"10/12/2017 8:39:38",1.21
241,"C","B","D",9999,3,"NH",1,3,1,1,1,,1,1,"LIVED IN CA EXPERIENCED RECORD HEAT 4 YEARS STRAIGHT",2,2,1,1,2,1,,,,1,2,2,4,1,1,3,98,1,4,1,1,4,999,999,999,5,1,1,1,2,1,2,4,1,4,1,4,3,1,2,,3,3,4,4,4,2,"10/12/2017 8:47:58",0.855
242,"C","A","D",9999,2,"AL",2,5,1,1,1,,1,1,"SEA WATER LEVEL IS INCREASING",11,1,2,1,2,2,,,,1,1,1,1,1,3,1,2,1,1,1,3,4,999,999,999,5,3,1,3,5,1,1,4,1,4,1,3,5,5,5,,5,,3,3,6,1,"10/12/2017 8:52:49",1.26
243,"C","B","D",9999,2,"LA",2,5,1,4,2,,4,2,"WEATHER",3,4,3,2,4,3,,,,3,3,3,3,1,3,4,4,2,4,4,4,4,999,999,999,3,3,2,4,3,3,1,3,4,3,2,2,6,1,1,2,3,2,2,2,,1,"10/15/2017 6:39:46",1.1
244,"C","A","D",9999,3,"OR",4,1,98,,,,,,,,,,,,,,,,2,2,2,3,98,98,98,98,98,98,2,2,2,999,999,999,5,2,2,98,98,98,2,1,98,3,1,2,1,1,98,,3,1,3,98,,1,"10/15/2017 6:51:34",0.585
245,"C","B","D",9999,2,"VA",2,5,1,1,98,,2,1,"DIFFERNT CHANGES IN THE WEATHER",3,2,2,1,3,1,,,,1,1,1,98,2,4,98,98,2,98,3,2,3,999,999,999,3,98,2,5,5,2,98,3,2,3,2,3,2,2,1,2,2,,3,4,,2,"10/15/2017 6:52:05",2.04
246,"C","A","D",9999,3,"NY",1,2,1,2,3,1,2,2,"POLLUTION AND TOO MANY CARS",8,1,2,1,2,1,,,,2,2,3,2,2,2,2,2,1,2,2,2,2,999,999,999,4,2,1,2,2,2,2,4,1,4,2,98,98,9,2,,3,1,4,4,,1,"10/15/2017 6:57:30",2.195
247,"C","B","D",9999,2,"IL",3,5,1,1,1,,1,1,"TOO MUCH POLUTION",8,1,1,1,2,1,,,,1,1,1,1,1,4,4,1,1,1,1,2,1,999,999,999,4,98,1,5,5,2,1,2,2,2,2,4,2,,,,2,1,3,4,,1,"10/15/2017 7:01:28",1.58
248,"C","A","D",9999,3,"NY",1,1,98,,,,,,,,,,,,,,,,1,1,1,98,98,,,,,,,,,999,999,999,,,,,,,,,,,,,,2,,,,,,,,1,"10/15/2017 7:02:16",0.735
249,"C","B","D",9999,3,"GA",2,5,2,,,,,,,,,,,,,1,"CROOKS IN HIGH PLACES JUST SAYING",7,3,3,3,4,4,4,2,4,1,1,4,4,4,999,999,999,1,5,5,4,5,5,4,4,4,4,2,2,1,1,,,3,4,1,1,3,1,"10/15/2017 7:08:34",0.715
250,"C","A","D",9999,3,"KS",3,4,98,,,,,,,,,,,,,,,,3,3,3,1,4,4,4,4,1,1,4,4,4,999,999,999,1,5,1,5,5,5,4,4,98,1,1,1,2,10,2,,4,3,1,1,4,2,"10/15/2017 7:09:23",0.545
251,"C","B","D",9999,4,"PA",1,3,1,1,1,,2,1,"THE FUEL IN THE AIR",8,1,2,1,1,1,,,,1,1,1,2,3,3,2,1,1,2,4,3,98,999,999,999,3,5,1,2,5,1,98,4,2,4,1,2,2,1,2,,4,4,2,3,,1,"10/15/2017 7:18:28",0.35
252,"C","A","D",9999,1,"CA",4,1,1,1,1,,1,1,"WHAT HUMANS ARE DOING TO THE WORLD",8,1,1,1,1,1,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,999,999,999,5,2,1,2,2,1,2,3,1,3,2,3,2,2,1,2,3,4,3,4,3,2,"10/15/2017 7:26:27",1.78
253,"C","B","D",9999,4,"FL",2,1,1,1,1,,1,1,"HUMANS ARE PUTTING TO MANY THINGS UP IN THE SKY",8,1,1,1,4,1,,,,1,1,1,1,3,4,4,4,1,1,2,1,3,999,999,999,5,3,1,5,5,3,2,4,3,2,4,2,1,1,6,,1,4,4,4,1,2,"10/15/2017 7:34:01",1
254,"C","A","D",9999,3,"NJ",1,3,1,1,3,98,1,1,"SEASONS ARE NOT CLEARLY DEFINED AS THEY SHOULD BE",3,98,2,2,1,2,,,,2,2,3,2,1,98,98,,3,4,4,1,3,999,999,999,4,1,3,3,5,4,1,4,1,3,4,,4,1,1,2,4,98,98,,,1,"10/15/2017 7:42:34",0.355
255,"C","B","D",9999,3,"GA",2,2,1,1,2,,1,1,"OBSERVATION",2,1,1,2,2,2,,,,1,2,2,4,2,2,4,2,2,2,2,1,4,999,999,999,4,1,1,2,5,2,2,4,1,4,1,3,3,1,6,,4,1,4,4,4,1,"10/15/2017 7:51:20",0.285
256,"C","A","D",9999,2,"CT",1,5,1,1,2,,1,1,"THE RECENT HURRICANES AND WILD FIRES ARE GETTING MORE PLENTIFUL",3,1,1,1,1,1,,,,1,1,1,2,2,2,2,2,2,2,2,2,3,999,999,999,5,2,2,2,2,2,2,4,2,3,2,3,6,1,3,,5,3,3,3,6,1,"10/15/2017 8:02:13",0.7
257,"C","B","D",9999,3,"NY",1,2,1,1,98,,2,2,"NOT SURE",10,98,3,98,3,98,,,,98,98,98,98,98,98,98,98,1,2,98,98,3,999,999,999,4,5,3,4,4,2,2,2,3,2,98,4,1,9,6,,2,1,3,2,,2,"10/15/2017 8:04:56",2.905
258,"C","A","D",9999,4,"PA",1,2,1,1,1,,1,1,"INDUSTRIAL ACTIVITY",8,1,1,1,1,1,,,,1,1,1,4,1,2,1,2,1,2,1,2,3,999,999,999,3,1,2,2,4,1,98,4,1,4,2,4,5,1,1,1,4,4,3,4,6,1,"10/15/2017 8:19:19",0.18
